זמן התרעה מקדימה,התרעה מקדימה - טקסט מלא,סטטוס עבור הרצליה,זמן אזעקה בפועל,זמן היערכות (דקות)
2026-03-20 13:52:27,"מבזק פיקוד העורף - התרעה מקדימה  (20/03/2026 13:52)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, שפלת יהודה, לכיש, דן, ירקון, השפלה, יהודה, ים המלח, שומרון, בקעה, ואדי ערה, מנשה, המפרץ, הכרמל, גליל עליון, העמקים, מרכז הגליל, דרום הגולן, בקעת בית שאן, גליל תחתון, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-20 14:01:11,8.7
2026-03-20 17:04:19,"מבזק פיקוד העורף - התרעה מקדימה  (20/03/2026 17:04)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דרום הנגב, ערבה, ים המלח, יהודה, בקעה, שומרון, שרון, ואדי ערה, מנשה, בקעת בית שאן לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-20 21:33:51,"מבזק פיקוד העורף - התרעה מקדימה  (20/03/2026 21:33)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון, בקעה, שפלת יהודה, לכיש לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-20 21:39:38,5.8
2026-03-21 03:16:06,"מבזק פיקוד העורף - התרעה מקדימה  (21/03/2026 03:16)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים מרכז הנגב, מערב הנגב, דרום הנגב, ערבה, ים המלח, יהודה, ירושלים, מערב לכיש, לכיש, שפלת יהודה, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-21 08:24:47,"מבזק פיקוד העורף - התרעה מקדימה  (21/03/2026 08:24)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, לכיש, שפלת יהודה, שומרון, שרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-22 07:01:30,"מבזק פיקוד העורף - התרעה מקדימה  (22/03/2026 07:01)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, שרון, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-22 07:01:31,"מבזק פיקוד העורף - התרעה מקדימה  (22/03/2026 07:01)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, שרון, שומרון, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-22 07:48:02,"מבזק פיקוד העורף - התרעה מקדימה  (22/03/2026 07:48)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים מערב לכיש, דן, ירקון, השפלה, שפלת יהודה, לכיש, ירושלים, יהודה, ים המלח, עוטף עזה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-22 09:17:12,"מבזק פיקוד העורף - התרעה מקדימה  (22/03/2026 09:17)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שרון, דן, ירקון, השפלה, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-22 09:27:47,10.6
2026-03-22 11:09:20,"מבזק פיקוד העורף - התרעה מקדימה  (22/03/2026 11:09)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שרון, דן, ירקון, השפלה, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-22 11:14:18,5.0
2026-03-22 15:06:05,"מבזק פיקוד העורף - התרעה מקדימה  (22/03/2026 15:06)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון, שפלת יהודה, לכיש לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-22 15:10:53,4.8
2026-03-23 00:03:01,"מבזק פיקוד העורף - התרעה מקדימה  (23/03/2026 00:03)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה, מערב לכיש, שפלת יהודה, לכיש, יהודה, ים המלח, עוטף עזה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-23 00:05:01,2.0
2026-03-24 01:03:34,"מבזק פיקוד העורף - התרעה מקדימה  (24/03/2026 01:03)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים עוטף עזה, ירושלים, יהודה, ים המלח, מערב לכיש, שפלת יהודה, לכיש, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-24 04:26:52,"מבזק פיקוד העורף - התרעה מקדימה  (24/03/2026 04:26)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-24 04:30:46,3.9
2026-03-24 07:28:27,"מבזק פיקוד העורף - התרעה מקדימה  (24/03/2026 07:28)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים בקעה, שומרון, שרון, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-24 07:33:58,5.5
2026-03-24 20:34:30,"מבזק פיקוד העורף - התרעה מקדימה  (24/03/2026 20:34)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-24 20:40:52,6.4
2026-03-24 23:44:45,"מבזק פיקוד העורף - התרעה מקדימה  (24/03/2026 23:44)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, שומרון, שפלת יהודה, לכיש, דן, ירקון, השפלה, יהודה, ים המלח, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-25 02:51:12,"מבזק פיקוד העורף - התרעה מקדימה  (25/03/2026 02:51)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שרון, דן, ירקון, השפלה, שומרון, יהודה, ים המלח, ואדי ערה, מנשה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-25 02:55:19,4.1
2026-03-25 10:42:40,"מבזק פיקוד העורף - התרעה מקדימה  (25/03/2026 10:42)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים המפרץ, הכרמל, שומרון, שרון, גליל עליון, העמקים, מרכז הגליל, דרום הגולן, גליל תחתון, ואדי ערה, מנשה, שפלת יהודה, לכיש, ירושלים, דן, ירקון, השפלה, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-25 10:58:47,16.1
2026-03-25 10:51:56,"מבזק פיקוד העורף - התרעה מקדימה  (25/03/2026 10:51)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-25 10:58:47,6.8
2026-03-25 11:16:27,"מבזק פיקוד העורף - התרעה מקדימה  (25/03/2026 11:16)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון, שפלת יהודה, לכיש לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-25 11:20:33,4.1
2026-03-26 06:49:12,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 06:49)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, בקעה, שפלת יהודה, לכיש, ירושלים לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-26 07:17:22,28.2
2026-03-26 07:12:10,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 07:12)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, שרון, בקעה, ירושלים לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-26 07:17:22,5.2
2026-03-26 08:21:08,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 08:21)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, ירושלים, שפלת יהודה, לכיש, שרון, בקעה, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-26 08:54:56,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 08:54)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, יהודה, ים המלח, שומרון, ירושלים, דן, ירקון, השפלה, בקעה, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-26 10:34:31,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 10:34)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון, בקעה, ואדי ערה, מנשה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-26 10:39:27,4.9
2026-03-26 10:53:52,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 10:53)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה, בקעה, ירושלים, שפלת יהודה, לכיש לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-26 11:00:15,6.4
2026-03-26 13:17:40,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 13:17)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, שפלת יהודה, לכיש, שומרון, שרון, בקעה, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-26 13:25:50,8.2
2026-03-26 17:03:14,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 17:03)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון, בקעה, ואדי ערה, מנשה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-26 17:08:43,5.5
2026-03-26 17:42:49,"מבזק פיקוד העורף - התרעה מקדימה  (26/03/2026 17:42)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים מערב לכיש, ירושלים, בקעה, שומרון, שפלת יהודה, לכיש, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-27 01:40:33,"מבזק פיקוד העורף - התרעה מקדימה  (27/03/2026 01:40)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-27 01:48:00,7.5
2026-03-27 13:24:32,"מבזק פיקוד העורף - התרעה מקדימה  (27/03/2026 13:24)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, דן, ירקון, השפלה, ירושלים, יהודה, ים המלח, בקעה, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-27 14:15:52,"מבזק פיקוד העורף - התרעה מקדימה  (27/03/2026 14:15)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה, שפלת יהודה, לכיש, מרכז הנגב, מערב הנגב, עוטף עזה, יהודה, ים המלח לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-27 14:20:22,4.5
2026-03-27 23:33:23,"מבזק פיקוד העורף - התרעה מקדימה  (27/03/2026 23:33)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים יהודה, ים המלח, מערב לכיש, בקעה, ירושלים, שומרון, דן, ירקון, השפלה, שפלת יהודה, לכיש, שרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-27 23:41:01,7.6
2026-03-28 06:12:40,"מבזק פיקוד העורף - התרעה מקדימה  (28/03/2026 06:12)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-28 06:19:10,6.5
2026-03-28 14:18:23,"מבזק פיקוד העורף - התרעה מקדימה  (28/03/2026 14:18)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שפלת יהודה, לכיש, יהודה, ים המלח, שומרון, דן, ירקון, השפלה, ירושלים, מערב לכיש, בקעה, דרום הנגב, מרכז הנגב, מערב הנגב, ערבה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-29 13:22:13,"מבזק פיקוד העורף - התרעה מקדימה  (29/03/2026 13:22)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, יהודה, ים המלח, לכיש, שפלת יהודה, בקעה, שומרון, דן, ירקון, השפלה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-29 15:36:08,"מבזק פיקוד העורף - התרעה מקדימה  (29/03/2026 15:36)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים יהודה, לכיש, שפלת יהודה, ים המלח, ירושלים, דן, ירקון, השפלה, בקעה, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-30 21:00:23,"מבזק פיקוד העורף - התרעה מקדימה  (30/03/2026 21:00)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-30 21:05:35,5.2
2026-03-30 21:28:31,"מבזק פיקוד העורף - התרעה מקדימה  (30/03/2026 21:28)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, שרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-30 21:34:13,5.7
2026-03-31 05:29:29,"מבזק פיקוד העורף - התרעה מקדימה  (31/03/2026 05:29)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, יהודה, ים המלח, לכיש, שפלת יהודה, שומרון, בקעה, דן, ירקון, השפלה, מערב לכיש לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-03-31 09:25:52,"מבזק פיקוד העורף - התרעה מקדימה  (31/03/2026 09:25)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, שרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-03-31 09:32:20,6.5
2026-03-31 10:59:07,"מבזק פיקוד העורף - התרעה מקדימה  (31/03/2026 10:59)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, שרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-04-01 07:48:12,"מבזק פיקוד העורף - התרעה מקדימה  (01/04/2026 07:48)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, שרון, שומרון, השפלה, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-01 07:53:33,5.3
2026-04-01 08:30:37,"מבזק פיקוד העורף - התרעה מקדימה  (01/04/2026 08:30)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים מרכז הנגב, מערב הנגב, דרום הנגב, ערבה, ים המלח, יהודה, בקעת בית שאן, העמקים, מרכז הגליל, גליל תחתון, גליל עליון, דרום הגולן, צפון הגולן, דן, השפלה, ירקון, שרון, שומרון, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-01 08:38:13,7.6
2026-04-01 09:00:41,"מבזק פיקוד העורף - התרעה מקדימה  (01/04/2026 09:00)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-01 09:07:40,7.0
2026-04-01 09:44:57,"מבזק פיקוד העורף - התרעה מקדימה  (01/04/2026 09:44)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-01 09:52:02,7.1
2026-04-01 17:17:42,"מבזק פיקוד העורף - התרעה מקדימה  (01/04/2026 17:17)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, שרון, בקעה, ירושלים, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-01 17:27:22,9.7
2026-04-01 18:03:52,"מבזק פיקוד העורף - התרעה מקדימה  (01/04/2026 18:03)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, לכיש, שפלת יהודה, ירושלים, שרון, בקעה, ואדי ערה, מנשה, המפרץ, הכרמל לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-01 18:06:48,2.9
2026-04-02 01:35:24,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 01:35)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-02 01:41:16,5.9
2026-04-02 03:25:11,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 03:25)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, דן, ירקון, השפלה, יהודה, ים המלח, לכיש, שפלת יהודה, בקעה, ירושלים, מערב לכיש, המפרץ, הכרמל, קו העימות, העמקים, מרכז הגליל, גליל תחתון, גליל עליון, דרום הגולן לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-04-02 17:47:26,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 17:47)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים ירושלים, ים המלח, יהודה, שומרון, בקעה, שפלת יהודה, דן לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-04-02 19:24:01,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 19:24)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, שומרון, השפלה, שרון, בקעה, בקעת בית שאן לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-02 19:29:21,5.3
2026-04-02 19:45:12,"מבזק פיקוד העורף - התרעה מקדימה  (02/04/2026 19:45)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דרום הנגב, ערבה, ים המלח, יהודה, ירושלים, לכיש, שפלת יהודה, מערב לכיש, שומרון, השפלה, ירקון, דן, שרון, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",זבל (לא הופעל צבע אדום),,
2026-04-03 03:08:28,"מבזק פיקוד העורף - התרעה מקדימה  (03/04/2026 03:08)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שומרון, שרון לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-03 03:15:06,6.6
2026-04-03 16:09:14,"מבזק פיקוד העורף - התרעה מקדימה  (03/04/2026 16:09)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שרון, שומרון, דן, ירקון, השפלה, בקעה, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-03 16:14:08,4.9
2026-04-04 01:57:17,"מבזק פיקוד העורף - התרעה מקדימה  (04/04/2026 01:57)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים דן, ירקון, השפלה, שרון, שומרון, לכיש, שפלת יהודה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-04 02:00:46,3.5
2026-04-04 11:44:57,"מבזק פיקוד העורף - התרעה מקדימה  (04/04/2026 11:44)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה, לכיש לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-04 11:50:36,5.7
2026-04-04 14:51:44,"מבזק פיקוד העורף - התרעה מקדימה  (04/04/2026 14:51)  בעקבות זיהוי שיגורים, בדקות הקרובות צפויות להתקבל התרעות באזורים שומרון, שרון, דן, ירקון, השפלה, לכיש, בקעה לרשימת הישובים המלאה  צופר - צבע אדום",אמת (צבע אדום הופעל),2026-04-04 14:55:43,4.0
